Id,Altitude,Azimuthal_angle,Incline,H_dist_Hydro,V_dist_Hydro,H_dist_Road,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,H_dist_Fire,Wilderness_Area_A,Wilderness_Area_B,Wilderness_Area_C,Wilderness_Area_D,Soil,label
5624,324,92,394,48,225,90,802,680,358,193,0,0,1,0,Soil_Type_10,-1
5625,482,644,167,21,221,746,798,983,724,642,1,0,0,0,Soil_Type_1,-1
5626,616,228,424,77,261,559,964,704,177,80,1,0,0,0,Soil_Type_1,-1
5627,682,150,197,352,327,80,893,834,456,241,1,0,0,0,Soil_Type_1,-1
5628,404,225,76,89,225,186,889,909,551,183,1,0,0,0,Soil_Type_12,-1
5629,395,205,91,0,223,195,897,897,531,214,0,0,1,0,Soil_Type_11,1
5630,739,602,76,107,237,148,846,960,653,260,0,0,1,0,Soil_Type_32,-1
5631,603,419,242,43,236,650,936,936,492,434,1,0,0,0,Soil_Type_1,-1
5632,415,261,61,400,324,134,885,920,566,196,1,0,0,0,Soil_Type_12,-1
5633,512,597,272,61,254,134,783,999,728,40,0,0,1,0,Soil_Type_32,-1
5634,492,813,500,136,329,168,441,834,909,179,0,0,1,0,Soil_Type_1,-1
5635,626,211,121,77,223,173,905,889,503,283,1,0,0,0,Soil_Type_23,-1
5636,628,838,257,0,223,352,669,905,783,99,0,0,1,0,Soil_Type_32,-1
5637,594,175,76,77,261,634,885,901,547,49,1,0,0,0,Soil_Type_1,1
5638,266,241,212,167,250,165,944,850,409,110,0,0,0,1,Soil_Type_6,1
5639,557,39,136,167,288,143,834,873,578,301,1,0,0,0,Soil_Type_1,-1
5640,531,749,76,86,235,680,814,948,680,499,1,0,0,0,Soil_Type_23,-1
5641,244,788,288,386,511,105,641,932,834,209,0,0,0,1,Soil_Type_10,1
5642,670,444,182,221,248,286,912,952,551,260,0,0,1,0,Soil_Type_31,-1
5643,672,8,76,163,249,765,842,909,610,328,1,0,0,0,Soil_Type_22,-1
5644,484,200,272,137,289,454,932,802,358,220,0,0,1,0,Soil_Type_10,1
5645,668,946,182,96,243,303,763,873,653,420,1,0,0,0,Soil_Type_1,-1
5646,452,719,212,21,231,140,728,971,787,224,0,0,1,0,Soil_Type_1,-1
5647,623,75,61,156,248,206,857,905,586,189,0,1,0,0,Soil_Type_23,-1
5648,511,92,197,107,252,464,853,826,496,665,1,0,0,0,Soil_Type_12,-1
5649,644,89,333,198,337,173,822,732,409,58,1,0,0,0,Soil_Type_22,1
5650,499,67,378,86,284,366,775,696,413,249,1,0,0,0,Soil_Type_1,1
5651,441,228,45,86,258,197,881,916,566,293,1,0,0,0,Soil_Type_12,-1
5652,63,214,560,61,308,17,936,582,31,56,0,0,0,1,Soil_Type_1,1
5653,577,452,76,666,346,766,885,948,594,822,1,0,0,0,Soil_Type_12,-1
5654,288,511,439,221,438,160,834,964,574,73,0,0,0,1,Soil_Type_2,-1
5655,490,400,227,219,334,460,944,928,472,410,1,0,0,0,Soil_Type_12,-1
5656,482,902,151,0,223,742,771,905,680,637,1,0,0,0,Soil_Type_1,-1
5657,391,938,197,152,294,306,747,865,665,231,0,0,1,0,Soil_Type_10,-1
5658,731,86,197,257,336,244,850,826,503,303,1,0,0,0,Soil_Type_39,1
5659,674,191,651,96,287,672,877,476,0,205,1,0,0,0,Soil_Type_1,1
5660,643,905,212,0,223,378,728,881,700,116,0,0,1,0,Soil_Type_23,-1
5661,597,708,272,43,244,371,688,979,826,107,0,0,1,0,Soil_Type_23,-1
5662,730,624,121,215,256,156,822,975,688,201,0,0,1,0,Soil_Type_32,-1
5663,525,105,242,137,312,62,857,798,456,40,0,0,1,0,Soil_Type_31,-1
5664,486,264,288,163,305,194,968,822,330,334,0,0,1,0,Soil_Type_33,-1
5665,666,982,151,212,305,188,802,877,617,63,0,0,1,0,Soil_Type_24,-1
5666,517,816,439,125,338,705,500,857,885,663,1,0,0,0,Soil_Type_1,-1
5667,173,386,333,0,223,107,971,893,382,53,0,0,0,1,Soil_Type_4,-1
5668,607,738,272,317,426,433,669,964,834,303,0,0,1,0,Soil_Type_31,-1
5669,809,211,394,556,538,297,948,712,212,235,1,0,0,0,Soil_Type_40,-1
5670,604,785,257,193,305,206,673,940,814,60,0,0,1,0,Soil_Type_32,-1
5671,452,241,348,183,382,38,968,763,252,108,1,0,0,0,Soil_Type_1,1
5672,711,524,91,289,301,523,865,960,625,361,1,0,0,0,Soil_Type_23,-1
5673,539,957,424,352,490,452,610,728,637,208,1,0,0,0,Soil_Type_1,-1
5674,672,755,136,43,203,516,775,956,728,232,1,0,0,0,Soil_Type_22,-1
5675,724,780,409,729,475,521,539,909,897,331,0,0,1,0,Soil_Type_27,1
5676,513,275,242,257,338,125,964,850,374,116,1,0,0,0,Soil_Type_1,-1
5677,575,547,303,749,405,432,830,991,661,198,0,0,1,0,Soil_Type_33,1
5678,568,203,121,21,227,279,905,885,503,409,0,0,1,0,Soil_Type_23,-1
5679,669,25,121,215,253,575,830,881,590,428,1,0,0,0,Soil_Type_19,-1
5680,666,955,182,130,279,127,767,865,645,284,1,0,0,0,Soil_Type_23,-1
5681,630,844,167,173,253,249,747,920,728,372,0,0,1,0,Soil_Type_32,-1
5682,155,3,333,61,253,38,724,763,562,73,0,0,0,1,Soil_Type_10,-1
5683,587,114,151,269,216,357,873,853,511,370,0,0,1,0,Soil_Type_31,1
5684,538,311,45,43,223,251,881,928,582,38,0,0,1,0,Soil_Type_32,-1
5685,418,194,257,30,237,266,928,806,378,13,0,0,1,0,Soil_Type_33,-1
5686,233,852,318,258,421,120,625,877,794,160,0,0,0,1,Soil_Type_10,-1
5687,585,422,257,43,243,91,936,936,488,181,0,0,1,0,Soil_Type_33,-1
5688,557,913,212,354,292,728,732,877,692,256,1,0,0,0,Soil_Type_1,1
5689,588,183,257,328,284,147,920,794,370,151,0,0,1,0,Soil_Type_33,-1
5690,314,272,182,68,249,223,944,877,437,95,0,0,1,0,Soil_Type_4,1
5691,394,214,136,215,228,167,912,881,492,805,1,0,0,0,Soil_Type_1,-1
5692,579,963,136,21,227,176,802,889,633,200,0,0,1,0,Soil_Type_23,-1
5693,605,524,106,434,308,830,869,968,629,571,1,0,0,0,Soil_Type_1,-1
5694,600,180,394,231,410,326,920,696,228,330,0,0,1,0,Soil_Type_33,-1
5695,767,175,121,395,203,104,897,877,503,96,0,1,0,0,Soil_Type_40,-1
5696,458,480,212,61,239,422,897,968,578,322,1,0,0,0,Soil_Type_12,-1
5697,588,300,45,787,527,406,885,928,574,168,0,0,1,0,Soil_Type_34,-1
5698,576,305,91,43,230,411,909,916,531,84,1,0,0,0,Soil_Type_1,-1
5699,621,919,167,144,297,230,767,893,673,62,0,0,1,0,Soil_Type_32,-1
5700,546,228,303,48,266,355,956,787,303,325,0,0,1,0,Soil_Type_33,-1
5701,449,64,227,122,241,160,826,810,507,322,1,0,0,0,Soil_Type_1,-1
5702,628,108,151,231,270,521,869,861,519,601,1,0,0,0,Soil_Type_1,-1
5703,538,993,242,125,306,773,755,818,594,133,1,0,0,0,Soil_Type_1,-1
5704,603,117,182,30,231,203,873,838,488,67,1,0,0,0,Soil_Type_23,-1
5705,841,930,318,193,285,243,661,814,692,302,0,1,0,0,Soil_Type_40,-1
5706,392,69,303,192,248,248,810,763,464,297,0,0,1,0,Soil_Type_11,-1
5707,710,841,348,468,328,106,590,873,822,148,0,1,0,0,Soil_Type_22,-1
5708,176,108,378,116,336,156,834,692,338,155,0,0,0,1,Soil_Type_10,1
5709,487,167,348,86,244,215,909,732,299,368,0,0,1,0,Soil_Type_33,-1
5710,405,125,257,364,154,413,873,787,417,364,0,0,1,0,Soil_Type_10,1
5711,270,968,348,48,268,89,673,767,621,190,0,0,0,1,Soil_Type_10,1
5712,605,297,136,0,223,408,924,905,496,151,0,0,1,0,Soil_Type_23,-1
5713,671,117,272,386,405,233,865,779,421,301,0,0,1,0,Soil_Type_32,-1
5714,695,125,45,438,231,607,865,916,590,357,1,0,0,0,Soil_Type_22,-1
5715,668,339,45,0,223,231,885,932,578,215,1,0,0,0,Soil_Type_1,-1
5716,169,39,605,172,448,53,606,511,342,54,0,0,0,1,Soil_Type_10,1
5717,438,902,378,30,216,209,590,802,743,245,0,0,1,0,Soil_Type_1,-1
5718,707,180,212,540,478,134,916,826,417,299,0,0,1,0,Soil_Type_33,-1
5719,420,980,333,107,280,261,700,775,606,238,1,0,0,0,Soil_Type_1,-1
5720,613,33,272,688,502,374,783,787,527,235,0,0,1,0,Soil_Type_24,-1
5721,656,469,151,236,265,131,897,960,582,328,1,0,0,0,Soil_Type_22,-1
5722,445,563,378,125,311,190,783,995,696,219,0,0,1,0,Soil_Type_4,1
5723,522,949,121,89,268,410,806,901,641,267,1,0,0,0,Soil_Type_1,-1
5724,660,450,288,129,241,319,924,948,507,216,0,0,1,0,Soil_Type_27,-1
5725,581,205,242,64,267,30,936,818,378,215,0,0,1,0,Soil_Type_31,-1
5726,494,291,378,300,480,145,991,787,236,88,0,0,1,0,Soil_Type_1,-1
5727,626,180,61,202,227,572,877,909,562,267,1,0,0,0,Soil_Type_1,-1
5728,454,316,348,137,329,469,991,822,279,832,1,0,0,0,Soil_Type_1,-1
5729,566,785,121,193,308,752,783,948,712,225,1,0,0,0,Soil_Type_1,-1
5730,591,666,227,48,237,232,747,987,775,63,0,0,1,0,Soil_Type_31,-1
5731,678,169,363,30,245,543,912,724,283,408,1,0,0,0,Soil_Type_39,-1
5732,442,139,121,313,341,342,881,877,527,289,0,0,1,0,Soil_Type_32,1
5733,459,105,318,86,263,204,846,747,397,356,0,0,1,0,Soil_Type_10,-1
5734,433,966,182,48,222,173,775,865,633,322,0,0,1,0,Soil_Type_11,-1
5735,658,827,167,394,439,96,739,928,739,281,0,0,1,0,Soil_Type_24,-1
5736,683,475,227,116,244,316,901,968,566,247,0,0,1,0,Soil_Type_32,-1
5737,653,638,106,64,240,106,822,971,688,200,0,0,1,0,Soil_Type_23,-1
5738,554,142,91,236,270,287,877,889,543,95,0,0,1,0,Soil_Type_32,-1
5739,743,746,151,129,223,738,763,960,743,128,1,0,0,0,Soil_Type_39,-1
5740,518,347,197,167,290,305,952,905,452,111,0,0,1,0,Soil_Type_32,-1
5741,499,269,257,154,310,636,964,838,358,679,1,0,0,0,Soil_Type_24,-1
5742,499,394,76,167,230,158,897,940,566,366,0,0,1,0,Soil_Type_1,1
5743,602,425,167,240,307,744,916,948,543,463,1,0,0,0,Soil_Type_1,-1
5744,432,325,167,48,227,319,936,905,476,971,1,0,0,0,Soil_Type_12,-1
5745,693,325,182,202,281,17,944,901,464,83,0,1,0,0,Soil_Type_32,-1
5746,668,64,61,184,249,490,857,909,594,626,1,0,0,0,Soil_Type_1,-1
5747,245,200,348,212,259,135,940,747,279,105,0,0,0,1,Soil_Type_10,1
5748,526,0,227,144,339,128,775,830,590,275,1,0,0,0,Soil_Type_24,-1
5749,475,402,257,317,327,365,948,924,464,284,0,0,1,0,Soil_Type_4,1
5750,622,158,288,48,222,113,901,775,366,181,1,0,0,0,Soil_Type_1,-1
5751,642,910,121,77,253,776,794,909,665,80,1,0,0,0,Soil_Type_1,1
5752,515,375,167,77,253,721,932,924,500,598,1,0,0,0,Soil_Type_1,-1
5753,265,805,439,202,452,174,500,873,897,126,0,0,0,1,Soil_Type_10,1
5754,466,236,151,182,307,166,924,873,464,363,0,0,1,0,Soil_Type_11,1
5755,677,78,212,64,262,476,842,826,507,326,0,0,1,0,Soil_Type_31,-1
5756,612,136,242,211,266,543,885,798,425,585,1,0,0,0,Soil_Type_1,-1
5757,529,461,106,48,214,310,889,956,590,270,0,0,1,0,Soil_Type_33,1
5758,511,488,242,144,302,545,893,971,582,203,1,0,0,0,Soil_Type_1,-1
5759,483,871,227,77,256,295,708,897,735,289,1,0,0,0,Soil_Type_1,-1
5760,763,375,136,204,245,409,924,928,523,263,0,0,1,0,Soil_Type_32,-1
5761,463,278,106,21,216,354,909,909,523,306,1,0,0,0,Soil_Type_12,-1
5762,577,189,167,292,283,605,912,857,464,265,1,0,0,0,Soil_Type_1,-1
5763,547,50,272,446,398,198,798,783,503,377,0,0,1,0,Soil_Type_33,1
5764,533,72,91,228,236,669,853,893,574,465,1,0,0,0,Soil_Type_23,-1
5765,502,119,121,107,248,538,873,873,535,893,1,0,0,0,Soil_Type_1,-1
5766,649,83,167,493,404,246,850,846,523,352,0,0,1,0,Soil_Type_31,-1
5767,628,924,303,541,230,147,665,822,696,216,0,0,1,0,Soil_Type_24,-1
5768,567,44,136,30,232,362,834,873,574,318,0,0,1,0,Soil_Type_23,-1
5769,369,824,15,30,218,72,850,936,629,193,1,0,0,0,Soil_Type_12,-1
5770,587,333,318,30,247,671,987,853,326,47,1,0,0,0,Soil_Type_1,-1
5771,463,203,530,0,223,31,924,594,67,335,1,0,0,0,Soil_Type_1,-1
5772,644,347,257,204,281,21,968,885,397,613,0,1,0,0,Soil_Type_22,-1
5773,688,813,61,202,271,432,822,940,661,208,0,0,1,0,Soil_Type_23,1
5774,354,339,121,273,372,90,916,920,523,148,0,0,1,0,Soil_Type_4,-1
5775,598,880,151,245,240,60,759,909,700,72,0,1,0,0,Soil_Type_22,-1
5776,663,794,288,109,265,641,645,928,826,484,1,0,0,0,Soil_Type_1,-1
5777,159,36,318,122,272,75,763,751,503,103,0,0,0,1,Soil_Type_10,1
5778,600,991,182,0,223,181,791,857,610,341,0,0,1,0,Soil_Type_24,-1
5779,162,874,484,30,227,86,480,775,810,70,0,0,0,1,Soil_Type_10,-1
5780,402,255,257,61,236,277,960,834,358,120,0,0,1,0,Soil_Type_11,-1
5781,548,774,197,68,253,801,724,948,775,247,1,0,0,0,Soil_Type_1,-1
5782,643,17,136,172,292,476,826,877,594,683,1,0,0,0,Soil_Type_1,-1
5783,369,330,242,129,249,141,968,881,397,98,1,0,0,0,Soil_Type_1,1
5784,666,147,212,107,258,459,893,818,437,316,0,0,1,0,Soil_Type_31,1
5785,241,968,303,287,502,138,704,798,625,186,0,0,0,1,Soil_Type_10,1
5786,540,882,227,77,256,513,708,889,728,196,1,0,0,0,Soil_Type_1,-1
5787,645,61,151,211,261,274,842,857,551,386,0,0,1,0,Soil_Type_24,-1
5788,501,397,136,21,219,147,916,936,535,334,0,0,1,0,Soil_Type_1,-1
5789,240,67,257,298,469,171,822,798,496,81,0,0,0,1,Soil_Type_6,1
5790,652,327,272,96,254,302,975,869,366,301,1,0,0,0,Soil_Type_1,-1
5791,423,25,136,61,213,140,830,877,586,207,1,0,0,0,Soil_Type_12,-1
5792,546,894,212,61,243,542,720,885,712,176,1,0,0,0,Soil_Type_1,-1
5793,583,105,167,163,236,629,865,850,507,100,1,0,0,0,Soil_Type_1,-1
5794,763,777,197,137,275,722,720,948,779,130,1,0,0,0,Soil_Type_39,-1
5795,531,364,272,68,261,486,968,893,405,391,1,0,0,0,Soil_Type_1,-1
5796,562,813,61,576,419,166,822,940,661,305,0,0,1,0,Soil_Type_32,-1
5797,687,375,30,501,267,668,877,936,594,358,1,0,0,0,Soil_Type_38,-1
5798,339,75,197,215,267,51,842,834,519,119,1,0,0,0,Soil_Type_12,-1
5799,383,169,167,21,230,493,901,853,472,390,0,0,1,0,Soil_Type_20,-1
5800,550,105,227,242,279,659,857,806,464,559,1,0,0,0,Soil_Type_23,-1
5801,348,877,257,129,297,39,680,877,747,116,0,0,0,1,Soil_Type_10,-1
5802,693,613,61,224,263,669,846,960,653,99,1,0,0,0,Soil_Type_1,1
5803,718,283,197,245,316,447,952,873,421,410,0,0,1,0,Soil_Type_32,-1
5804,683,269,167,177,261,180,936,881,456,244,1,0,0,0,Soil_Type_1,-1
5805,681,838,151,183,272,112,751,924,724,102,0,1,0,0,Soil_Type_23,-1
5806,574,216,151,328,459,282,920,869,464,414,0,0,1,0,Soil_Type_32,-1
5807,527,980,197,453,413,326,775,853,617,95,0,0,1,0,Soil_Type_11,-1
5808,641,352,30,173,239,356,877,932,590,198,1,0,0,0,Soil_Type_1,-1
5809,364,150,333,183,274,145,893,743,334,151,0,0,1,0,Soil_Type_10,-1
5810,335,108,136,144,245,36,869,865,527,171,1,0,0,0,Soil_Type_20,-1
5811,464,114,167,43,226,490,873,850,507,413,1,0,0,0,Soil_Type_23,-1
5812,603,8,288,0,223,166,751,791,566,345,0,0,1,0,Soil_Type_24,-1
5813,604,941,288,211,212,354,684,818,673,174,0,0,1,0,Soil_Type_24,-1
5814,558,935,288,258,382,425,684,826,680,228,0,0,1,0,Soil_Type_4,-1
5815,733,541,167,21,222,372,857,979,645,80,0,0,1,0,Soil_Type_38,-1
5816,474,383,333,30,240,582,971,893,378,719,1,0,0,0,Soil_Type_1,-1
5817,679,341,167,198,270,543,940,909,476,260,0,0,1,0,Soil_Type_32,-1
5818,587,722,288,240,378,743,673,971,834,189,1,0,0,0,Soil_Type_1,-1
5819,347,133,212,43,237,211,881,818,452,184,0,0,1,0,Soil_Type_10,-1
5820,413,436,318,150,268,135,936,936,472,206,0,0,1,0,Soil_Type_4,-1
5821,602,211,61,21,226,143,885,912,562,231,0,1,0,0,Soil_Type_23,-1
5822,491,647,257,384,581,189,751,995,771,151,0,0,1,0,Soil_Type_1,-1
5823,355,844,348,43,236,164,594,869,818,93,0,0,1,0,Soil_Type_33,-1
5824,453,80,151,116,243,321,853,861,539,518,1,0,0,0,Soil_Type_12,-1
5825,681,311,151,125,219,361,936,901,476,150,1,0,0,0,Soil_Type_22,-1
5826,568,350,182,364,228,877,944,909,468,427,1,0,0,0,Soil_Type_1,-1
5827,647,907,257,107,268,565,688,857,712,39,0,0,1,0,Soil_Type_24,-1
5828,603,336,106,156,227,429,912,920,531,121,1,0,0,0,Soil_Type_23,-1
5829,515,233,227,154,256,421,944,838,393,359,1,0,0,0,Soil_Type_12,-1
5830,368,558,318,61,257,194,806,995,680,202,0,0,1,0,Soil_Type_3,1
5831,475,874,212,116,208,21,720,897,728,160,1,0,0,0,Soil_Type_1,-1
5832,615,866,182,116,261,474,732,909,724,306,1,0,0,0,Soil_Type_23,-1
5833,593,86,91,48,222,226,861,897,570,415,1,0,0,0,Soil_Type_23,-1
5834,574,236,333,107,265,262,964,775,275,514,1,0,0,0,Soil_Type_1,-1
5835,764,699,257,221,324,520,712,979,806,119,1,0,0,0,Soil_Type_39,-1
5836,547,8,76,30,225,651,838,905,610,320,1,0,0,0,Soil_Type_23,-1
5837,750,502,197,269,327,546,881,975,606,258,0,0,1,0,Soil_Type_38,-1
5838,462,250,76,21,218,197,897,909,539,319,1,0,0,0,Soil_Type_20,-1
5839,703,993,106,531,320,830,826,893,614,373,1,0,0,0,Soil_Type_1,-1
5840,408,261,197,328,306,109,944,865,421,202,1,0,0,0,Soil_Type_1,-1
5841,689,53,182,211,244,514,830,842,543,530,1,0,0,0,Soil_Type_23,-1
5842,696,56,197,421,254,420,826,830,531,124,0,0,1,0,Soil_Type_22,-1
5843,692,810,76,43,237,657,806,940,676,155,1,0,0,0,Soil_Type_23,-1
5844,558,314,30,21,225,380,873,932,594,247,1,0,0,0,Soil_Type_19,-1
5845,448,402,227,204,329,240,940,932,484,139,1,0,0,0,Soil_Type_1,-1
5846,753,863,272,30,223,207,661,881,771,242,0,1,0,0,Soil_Type_39,-1
5847,561,266,106,129,245,718,912,901,507,822,1,0,0,0,Soil_Type_12,-1
5848,922,117,91,828,556,729,869,893,558,480,0,0,1,0,Soil_Type_40,-1
5849,546,194,167,30,226,426,912,857,460,168,0,0,1,0,Soil_Type_20,-1
5850,436,838,424,163,421,230,515,838,853,182,0,0,1,0,Soil_Type_1,-1
5851,522,910,348,61,270,863,614,810,728,632,1,0,0,0,Soil_Type_24,-1
5852,234,236,288,96,293,17,960,798,319,143,0,0,1,0,Soil_Type_2,1
5853,676,69,61,231,262,810,857,909,590,316,1,0,0,0,Soil_Type_1,-1
5854,493,103,318,144,261,150,842,747,405,80,0,0,1,0,Soil_Type_33,-1
5855,584,125,15,86,232,189,861,928,606,144,0,0,1,0,Soil_Type_23,-1
5856,614,688,227,43,232,200,735,983,787,340,0,0,1,0,Soil_Type_33,-1
5857,601,624,227,129,254,317,783,995,739,56,0,0,1,0,Soil_Type_32,-1
5858,705,325,45,347,307,439,885,928,574,635,1,0,0,0,Soil_Type_40,-1
5859,347,125,45,172,332,158,865,912,582,121,0,0,0,1,Soil_Type_6,-1
5860,586,291,318,137,296,565,983,818,299,718,1,0,0,0,Soil_Type_1,-1
5861,508,447,242,307,336,211,920,952,523,223,0,0,1,0,Soil_Type_11,-1
5862,573,877,257,163,289,74,684,881,743,110,0,1,0,0,Soil_Type_22,-1
5863,631,61,303,729,549,388,794,755,472,273,0,0,1,0,Soil_Type_24,-1
5864,657,50,363,0,223,589,759,712,456,485,0,0,1,0,Soil_Type_24,-1
5865,424,916,121,215,325,164,794,909,661,276,1,0,0,0,Soil_Type_12,1
5866,673,75,61,144,222,295,857,905,586,426,1,0,0,0,Soil_Type_1,-1
5867,654,877,242,173,274,385,696,885,739,98,0,0,1,0,Soil_Type_24,-1
5868,199,783,545,221,447,209,393,846,952,120,0,0,0,1,Soil_Type_10,1
5869,525,799,121,167,219,739,783,944,708,315,1,0,0,0,Soil_Type_1,-1
5870,656,899,61,380,306,781,822,924,645,176,1,0,0,0,Soil_Type_1,-1
5871,492,977,288,30,239,350,724,802,614,360,1,0,0,0,Soil_Type_23,-1
5872,635,0,182,163,244,259,798,857,598,397,0,0,1,0,Soil_Type_31,1
5873,591,588,257,43,240,213,798,999,716,8,0,0,1,0,Soil_Type_32,-1
5874,431,330,242,269,289,185,968,881,397,230,1,0,0,0,Soil_Type_23,-1
5875,402,361,121,215,213,101,916,928,531,238,1,0,0,0,Soil_Type_1,-1
5876,643,222,439,526,276,123,956,688,161,252,1,0,0,0,Soil_Type_1,-1
5877,644,705,167,144,225,349,767,971,751,73,0,0,1,0,Soil_Type_32,-1
5878,458,94,212,21,227,209,853,822,488,308,0,0,1,0,Soil_Type_31,-1
5879,536,366,288,384,351,85,971,889,393,199,0,0,1,0,Soil_Type_11,-1
5880,558,302,136,137,227,710,924,909,500,867,1,0,0,0,Soil_Type_20,-1
5881,518,425,121,236,356,141,909,948,558,411,0,0,1,0,Soil_Type_11,-1
5882,108,75,318,43,237,15,810,743,437,64,0,0,0,1,Soil_Type_10,1
5883,608,64,288,357,217,392,806,771,480,380,0,0,1,0,Soil_Type_24,-1
5884,593,788,333,77,262,188,610,920,853,364,0,0,1,0,Soil_Type_33,-1
5885,418,6,318,107,292,314,728,763,555,334,0,0,1,0,Soil_Type_10,-1
5886,690,749,151,163,289,382,759,960,747,155,0,0,1,0,Soil_Type_32,-1
5887,584,982,242,463,395,164,751,826,610,271,0,0,1,0,Soil_Type_32,-1
5888,486,164,121,0,223,239,893,877,511,353,1,0,0,0,Soil_Type_20,-1
5889,696,874,76,173,257,507,810,924,665,236,1,0,0,0,Soil_Type_39,-1
5890,540,694,227,299,275,784,728,979,791,785,1,0,0,0,Soil_Type_1,-1
5891,365,430,227,137,298,32,928,944,511,227,1,0,0,0,Soil_Type_1,-1
5892,364,974,182,48,248,189,783,865,625,694,1,0,0,0,Soil_Type_12,-1
5893,154,974,469,215,208,114,586,673,586,107,0,0,0,1,Soil_Type_10,-1
5894,687,128,288,150,294,107,873,771,401,228,1,0,0,0,Soil_Type_22,-1
5895,307,827,106,125,274,77,787,936,696,237,0,0,0,1,Soil_Type_6,1
5896,566,255,212,173,292,307,952,850,397,265,0,0,1,0,Soil_Type_31,-1
5897,285,491,242,77,271,115,889,971,586,165,0,0,1,0,Soil_Type_3,1
5898,495,136,197,107,271,478,885,830,460,386,1,0,0,0,Soil_Type_12,1
5899,609,183,257,438,248,93,920,806,382,145,0,0,1,0,Soil_Type_32,1
5900,620,300,45,48,223,573,885,928,574,189,1,0,0,0,Soil_Type_23,-1
5901,554,896,272,43,245,337,676,857,728,130,0,0,1,0,Soil_Type_20,1
5902,512,366,212,163,318,32,952,912,460,169,1,0,0,0,Soil_Type_1,-1
5903,373,144,212,258,292,108,889,822,444,97,1,0,0,0,Soil_Type_20,-1
5904,511,777,182,228,345,313,732,948,767,162,0,0,1,0,Soil_Type_31,-1
5905,300,144,121,0,223,197,885,873,515,96,0,0,1,0,Soil_Type_4,1
5906,604,455,136,368,299,807,897,956,578,226,1,0,0,0,Soil_Type_1,-1
5907,385,47,91,224,247,129,846,889,582,121,1,0,0,0,Soil_Type_12,-1
5908,549,874,15,61,227,165,853,932,621,30,0,0,1,0,Soil_Type_32,-1
5909,438,924,151,240,262,173,779,897,665,271,0,0,1,0,Soil_Type_11,-1
5910,518,982,212,231,186,742,771,842,614,560,1,0,0,0,Soil_Type_1,-1
5911,443,364,242,68,217,328,960,905,433,116,0,0,1,0,Soil_Type_1,-1
5912,729,230,348,122,323,724,960,763,267,8,1,0,0,0,Soil_Type_1,-1
5913,682,458,242,129,240,312,912,960,543,237,0,0,1,0,Soil_Type_27,-1
5914,538,899,121,204,275,624,787,909,673,819,1,0,0,0,Soil_Type_12,-1
5915,154,400,182,0,223,47,932,932,503,65,0,0,0,1,Soil_Type_2,1
5916,816,938,363,271,493,170,629,779,676,236,0,1,0,0,Soil_Type_39,-1
5917,58,222,409,172,364,38,960,708,185,144,0,0,0,1,Soil_Type_3,1
5918,576,932,121,0,223,661,798,905,653,62,1,0,0,0,Soil_Type_19,-1
5919,649,0,212,77,263,164,779,834,594,73,0,0,1,0,Soil_Type_31,-1
5920,702,855,167,352,328,90,747,916,724,30,0,1,0,0,Soil_Type_24,-1
5921,277,311,424,269,333,56,999,783,208,123,0,0,1,0,Soil_Type_3,1
5922,649,993,242,198,297,495,755,818,594,452,0,0,1,0,Soil_Type_24,1
5923,675,255,106,322,342,712,909,901,515,347,1,0,0,0,Soil_Type_22,-1
5924,409,294,151,336,243,98,932,897,480,54,0,0,1,0,Soil_Type_10,1
5925,594,175,106,490,507,189,889,889,527,107,1,0,0,0,Soil_Type_1,-1
5926,220,866,394,43,248,149,558,830,806,60,0,0,0,1,Soil_Type_5,-1
5927,497,155,167,0,223,401,893,857,484,382,1,0,0,0,Soil_Type_23,-1
5928,471,871,288,193,360,144,653,873,763,46,0,0,1,0,Soil_Type_33,-1
5929,834,480,91,202,345,396,881,956,606,280,1,0,0,0,Soil_Type_40,-1
5930,709,128,288,211,339,767,873,767,397,173,1,0,0,0,Soil_Type_1,-1
5931,611,0,136,68,236,238,818,881,606,240,1,0,0,0,Soil_Type_1,-1
5932,698,422,257,61,249,536,940,936,480,560,1,0,0,0,Soil_Type_39,-1
5933,421,944,318,228,315,287,676,806,669,327,0,0,1,0,Soil_Type_10,-1
5934,667,500,454,257,368,473,846,948,539,130,0,0,1,0,Soil_Type_33,-1
5935,603,547,136,130,205,295,857,975,645,528,1,0,0,0,Soil_Type_23,-1
5936,547,297,257,107,243,170,971,857,370,83,0,0,1,0,Soil_Type_33,-1
5937,421,960,167,0,223,168,783,877,637,344,1,0,0,0,Soil_Type_1,-1
5938,254,677,333,172,348,161,665,987,842,54,0,0,0,1,Soil_Type_1,-1
5939,450,203,151,0,223,182,912,869,476,318,1,0,0,0,Soil_Type_1,-1
5940,561,907,151,228,241,23,771,901,680,121,0,0,1,0,Soil_Type_19,-1
5941,740,433,333,643,512,379,940,928,452,330,0,0,1,0,Soil_Type_33,-1
5942,699,250,484,89,288,367,975,676,102,49,0,0,1,0,Soil_Type_39,-1
5943,540,291,76,43,226,555,897,920,551,272,1,0,0,0,Soil_Type_20,1
5944,611,980,318,614,639,137,704,779,602,222,0,0,1,0,Soil_Type_33,-1
5945,588,194,182,137,261,428,916,853,448,204,0,0,1,0,Soil_Type_32,-1
5946,183,130,288,265,450,61,877,767,389,36,0,0,0,1,Soil_Type_2,-1
